Year,Month,Country_of_Origin,Purpose,Primary_District,Accommodation_Type,Duration_Days,Group_Size,Age,Prior_Visits_SL,Season,Crisis_Period,Monthly_Arrivals
2018,12,Japan,Eco-Tourism,Sinharaja,3-Star,7.0,4,,0,Wet Season,0,280601
2018,8,Other,Cultural,Kandy,Homestay,5.0,1,35.0,4,Dry Season,0,188460
2018,2,United Kingdm,Honeymoon,Bentota,Hostel,12.0,4,33.0,2,Wet Season,0,236914
2015,12,Germany,Cultural,Kandy,Eco-Lodge,4.0,2,27.0,0,Wet Season,0,196635
2015,2,India,Leisure,Mirissa,Hostel,10.0,3,,0,Wet Season,0,167501
2020,11,United Kingdom,Leisure,Colombo,3-Star,,1,,1,Wet Season,1,3249
2017,12,Other,Adventure,Ella,Homestay,10.0,2,35.0,0,Wet Season,0,257590
2018,9,Australia,VFR,Kandy,Hostel,19.0,1,,1,Dry Season,0,137350
2015,12,United Kingdom,Leisure,Bentota,Boutique,13.0,2,38.0,3,Wet Season,0,209945
2019,1,Other,Adventure,Knuckles Range,Eco-Lodge,12.0,1,53.0,0,Wet Season,0,214766
2016,12,India,VFR,Kandy,Hostel,,1,29.0,4,Wet Season,0,217313
2016,7,India,Medical,Colombo,Budget Hotel,25.0,1,44.0,1,Dry Season,0,175632
2015,8,Other,Cultural,Kandy,3-Star,8.0,6,31.0,4,Dry Season,0,150820
2019,4,India,VFR,Kandy,4-Star,10.0,1,54.0,0,Wet Season,1,35246
2021,1,China,Shopping,Gampaha,Budget Hotel,3.0,2,,0,Wet Season,1,974
2017,3,USA,Cultural,Polonnaruwa,Boutique,9.0,5,35.0,1,Wet Season,0,197404
2020,3,Canada,Cultural,Sigiriya,Eco-Lodge,8.0,2,47.0,0,Wet Season,1,14870
2023,6,India,Business,Colombo,Homestay,3.0,5,,2,Dry Season,0,99133
2019,1,Maldives,Leisure,Bentota,Boutique,5.0,2,28.0,0,Wet Season,0,204344
2015,11,India,Medical,Colombo,Eco-Lodge,6.0,2,51.0,4,Wet Season,0,154693
2023,4,Australia,VFR,Gampaha,Hostel,6.0,1,33.0,0,Wet Season,0,110185
2017,12,USA,Cultural,Anuradhapura,Homestay,7.0,1,31.0,0,Wet Season,0,220811
2022,2,Japan,Leisure,Mirissa,Homestay,9.0,1,18.0,1,Wet Season,0,69512
2016,10,United Kingdom,Cultural,Polonnaruwa,5-Star,9.0,4,43.0,0,Wet Season,0,134710
2019,4,Other,Adventure,Sigiriya,Eco-Lodge,,2,36.0,0,Wet Season,1,33218
2019,11,Other,Leisure,Mirissa,5-Star,11.0,2,24.0,1,Wet Season,0,165584
2015,10,India,Medical,Colombo,Eco-Lodge,6.0,3,45.0,0,Wet Season,0,129423
2019,9,United Kingdom,Cultural,Kandy,4-Star,4.0,1,45.0,0,Dry Season,0,123744
2023,5,Other,Cultural,Kandy,Boutique,5.0,1,,0,Dry Season,0,95546
2018,10,Netherlands,Cultural,Polonnaruwa,Homestay,7.0,2,33.0,0,Wet Season,0,158367
2023,5,Other,Leisure,Mirissa,Boutique,5.0,1,26.0,3,Dry Season,0,107256
2018,2,Switzerland,Leisure,Galle,Boutique,10.0,5,26.0,0,Wet Season,0,218506
2018,10,United Kingdom,Adventure,Nuwara Eliya,Homestay,13.0,3,,1,Wet Season,0,160989
2016,1,India,Business,Colombo,5-Star,4.0,3,,0,Wet Season,0,214828
2018,4,USA,Leisure,Colombo,5-Star,8.0,1,39.0,3,Wet Season,0,166207
2016,7,United Kingdom,Adventure,Nuwara Eliya,Homestay,10.0,2,54.0,1,Dry Season,0,178111
2017,1,China,Group Tour,Kandy,Hostel,6.0,1,50.0,0,Wet Season,0,230536
2020,7,China,Leisure,Galle,Hostel,6.0,2,27.0,0,Dry Season,1,827
2017,7,Germany,Leisure,Galle,Homestay,11.0,2,52.0,1,Dry Season,0,166849
2015,5,Other,Leisure,Bentota,Boutique,8.0,2,22.0,0,Dry Season,0,118932
2017,7,India,Leisure,Mirissa,Homestay,6.0,2,40.0,1,Dry Season,0,174364
2022,1,Other,Adventure,Knuckles Range,3-Star,8.0,4,28.0,1,Wet Season,0,77541
2020,3,Other,Leisure,Bentota,5-Star,10.0,2,46.0,1,Wet Season,1,14428
2023,5,Canada,Cultural,Anuradhapura,Budget Hotel,6.0,2,21.0,0,Dry Season,0,95606
2023,7,France,Eco-Tourism,Wilpattu,Boutique,7.0,3,31.0,0,Dry Season,0,115824
2016,12,India,Business,Gampaha,5-Star,3.0,2,44.0,0,Wet Season,0,256855
2019,12,Australia,Leisure,Colombo,4-Star,8.0,5,21.0,0,Wet Season,0,230719
2018,1,United Kingdom,Leisure,Galle,Homestay,5.0,2,25.0,3,Wet Season,0,250207
2017,12,Other,Adventure,Sigiriya,Boutique,9.0,1,32.0,0,Wet Season,0,265383
2015,10,Other,Leisure,Bentota,3-Star,8.0,2,18.0,0,Wet Season,0,113717
2023,11,Russia,Leisure,Galle,Boutique,,6,27.0,0,Wet Season,0,122263
2017,6,Canada,Leisure,Colombo,4-Star,9.0,4,35.0,4,Dry Season,0,154739
2023,1,Netherlands,Eco-Tourism,Wilpattu,Hostel,11.0,1,39.0,0,Wet Season,0,162208
2019,11,Japan,Leisure,Bentota,Budget Hotel,11.0,2,30.0,2,Wet Season,0,166573
2017,11,India,Leisure,Bentota,Homestay,13.0,6,34.0,0,Wet Season,0,175344
2016,6,Australia,Leisure,Mirissa,Eco-Lodge,,3,57.0,0,Dry Season,0,131218
2016,11,Other,Cultural,Kandy,4-Star,4.0,4,41.0,0,Wet Season,0,174972
2019,3,India,VFR,Colombo,Budget Hotel,8.0,1,44.0,2,Wet Season,0,166915
2017,1,USA,Business,Gampaha,3-Star,5.0,2,34.0,0,Wet Season,0,206118
2022,4,India,Business,Colombo,Eco-Lodge,5.0,5,,4,Wet Season,0,54469
2021,10,United Kingdom,Cultural,Polonnaruwa,3-Star,9.0,1,44.0,0,Wet Season,1,4571
2015,1,India,VFR,Kandy,4-Star,7.0,3,18.0,0,Wet Season,0,186974
2019,11,France,Leisure,Galle,Homestay,13.0,1,59.0,2,Wet Season,0,162989
2020,10,France,Leisure,Mirissa,Eco-Lodge,,3,54.0,1,Wet Season,1,1813
2017,12,Netherlands,Leisure,Colombo,Budget Hotel,10.0,1,41.0,1,Wet Season,0,255684
2023,5,United Kingdom,Adventure,Ella,Hostel,11.0,3,38.0,1,Dry Season,0,96235
2023,6,Other,Adventure,Knuckles Range,4-Star,,2,18.0,4,Dry Season,0,106009
2018,8,France,Eco-Tourism,Wilpattu,4-Star,11.0,2,33.0,0,Dry Season,0,200760
2019,4,Germany,Cultural,Anuradhapura,3-Star,7.0,2,33.0,1,Wet Season,1,36536
2022,1,India,Business,Colombo,4-Star,5.0,3,32.0,1,Wet Season,0,78979
2023,7,USA,Leisure,Galle,Eco-Lodge,13.0,2,59.0,4,Dry Season,0,127195
2019,2,Other,Adventure,Nuwara Eliya,Budget Hotel,16.0,5,46.0,0,Wet Season,0,201389
2017,5,Other,Adventure,Sigiriya,5-Star,17.0,4,24.0,0,Dry Season,0,131425
2016,6,Other,Leisure,Galle,Budget Hotel,8.0,4,22.0,1,Dry Season,0,142065
2020,10,United Kingdom,Leisure,Bentota,Homestay,7.0,5,44.0,0,Wet Season,1,1856
2016,6,Other,Leisure,Colombo,Eco-Lodge,7.0,2,40.0,0,Dry Season,0,133946
2021,2,France,Eco-Tourism,Sinharaja,Eco-Lodge,5.0,2,22.0,1,Wet Season,1,874
2017,2,USA,Cultural,Kandy,Hostel,9.0,3,35.0,1,Wet Season,0,200871
2016,12,Italy,Leisure,Mirissa,3-Star,5.0,2,65.0,0,Wet Season,0,228016
2017,12,Other,Leisure,Mirissa,5-Star,5.0,1,38.0,2,Wet Season,0,227128
2016,4,France,Leisure,Bentota,Eco-Lodge,10.0,2,29.0,0,Wet Season,0,155350
2015,2,United Kingdom,Honeymoon,Mirissa,Budget Hotel,,1,21.0,2,Wet Season,0,179449
2017,9,Germany,Adventure,Ella,Homestay,16.0,1,37.0,0,Dry Season,0,128428
2019,8,Japan,Leisure,Mirissa,5-Star,9.0,1,25.0,3,Dry Season,0,149169
2016,6,United Kingdom,Honeymoon,Mirissa,Budget Hotel,11.0,3,38.0,1,Dry Season,0,137893
2021,11,United Kingdom,Honeymoon,Galle,Homestay,,2,51.0,3,Wet Season,0,8141
2021,1,Other,Adventure,Ella,Hostel,12.0,2,63.0,0,Wet Season,1,1019
2016,9,Maldives,Business,Colombo,4-Star,3.0,1,25.0,0,Dry Season,0,133434
2022,5,India,VFR,Colombo,3-Star,12.0,1,49.0,0,Dry Season,0,45050
2020,2,France,Leisure,Mirissa,3-Star,,1,20.0,0,Wet Season,0,51698
2017,10,Russia,Leisure,Galle,Boutique,10.0,2,36.0,4,Wet Season,0,157223
2015,6,Indai,Business,Colombo,5-Star,3.0,2,,1,Dry Season,0,122547
2017,2,France,Leisure,Mirissa,Eco-Lodge,13.0,2,40.0,0,Wet Season,0,199908
2019,1,Other,Cultural,Kandy,Eco-Lodge,6.0,2,52.0,0,Wet Season,0,204386
2018,6,USA,Leisure,Bentota,3-Star,10.0,1,24.0,1,Dry Season,0,164904
2018,6,India,VFR,Colombo,Budget Hotel,10.0,4,51.0,1,Dry Season,0,166150
2023,12,Australia,Leisure,Colombo,5-Star,13.0,3,36.0,1,Wet Season,0,160374
2016,5,China,Leisure,Mirissa,4-Star,8.0,1,38.0,0,Dry Season,0,133823
2016,4,Maldives,Business,Colombo,Hostel,,6,18.0,2,Wet Season,0,144731
2020,12,Russia,Leisure,Mirissa,4-Star,13.0,1,67.0,1,Wet Season,1,8520
2020,12,Switzerland,Eco-Tourism,Sinharaja,4-Star,8.0,2,,0,Wet Season,1,8857
2018,12,Other,Adventure,Sigiriya,Eco-Lodge,7.0,3,48.0,0,Wet Season,0,270415
2019,10,Australia,VFR,Colombo,Budget Hotel,7.0,2,39.0,0,Wet Season,0,139092
2017,12,India,Medical,Colombo,Eco-Lodge,12.0,1,47.0,0,Wet Season,0,255682
2015,1,Maldives,Business,Colombo,5-Star,2.0,2,47.0,0,Wet Season,0,209012
2015,10,India,Business,Gampaha,Boutique,3.0,2,29.0,0,Wet Season,0,119446
2021,3,Other,Cultural,Polonnaruwa,Boutique,,2,33.0,1,Wet Season,1,850
2015,2,China,Group Tour,Colombo,Boutique,9.0,2,30.0,0,Wet Season,0,176323
2019,2,Other,Leisure,Galle,Hostel,13.0,5,36.0,4,Wet Season,0,194485
2019,8,Maldives,Business,Colombo,Hostel,3.0,2,39.0,1,Dry Season,0,156980
2015,12,France,Leisure,Mirissa,Hostel,7.0,2,63.0,0,Wet Season,0,195113
2016,3,USA,Cultural,Sigiriya,5-Star,,1,55.0,1,Wet Season,0,180918
2016,1,USA,Leisure,Mirissa,Eco-Lodge,11.0,2,37.0,0,Wet Season,0,227598
2017,7,Maldives,Transit,Colombo,3-Star,1.0,3,48.0,0,Dry Season,0,177939
2023,5,Germany,Leisure,Bentota,4-Star,10.0,4,60.0,2,Dry Season,0,91640
2019,9,United Kingdom,Leisure,Bentota,Eco-Lodge,,2,28.0,1,Dry Season,0,126235
2023,1,Canada,Leisure,Galle,5-Star,,4,44.0,2,Wet Season,0,148974
2017,6,Other,Leisure,Colombo,Eco-Lodge,10.0,2,,4,Dry Season,0,144229
2017,6,United Kingdom,Honeymoon,Bentota,Hostel,12.0,1,,1,Dry Season,0,138877
2018,12,India,Business,Colombo,Hostel,3.0,2,44.0,2,Wet Season,0,263712
2023,12,India,VFR,Gampaha,3-Star,18.0,2,37.0,1,Wet Season,0,173229
2018,2,Australia,Adventure,Knuckles Range,Boutique,7.0,2,35.0,4,Wet Season,0,251867
2018,1,Other,Adventure,Sigiriya,Hostel,7.0,5,18.0,3,Wet Season,0,243260
2022,2,India,VFR,Colombo,4-Star,20.0,1,68.0,0,Wet Season,0,68292
2019,1,Maldives,Leisure,Bentota,Eco-Lodge,13.0,2,30.0,1,Wet Season,0,197280
2018,3,United Kingdom,Honeymoon,Bentota,Budget Hotel,12.0,1,25.0,0,Wet Season,0,207684
2022,5,United Kingdom,Leisure,Mirissa,5-Star,11.0,2,38.0,1,Dry Season,0,46347
2018,12,Netherlands,Cultural,Sigiriya,Hostel,9.0,3,22.0,1,Wet Season,0,273479
2017,12,South Korea,Cultural,Polonnaruwa,5-Star,7.0,6,29.0,0,Wet Season,0,242724
2018,1,South Korea,Leisure,Mirissa,Budget Hotel,10.0,1,32.0,0,Wet Season,0,239099
2015,10,Other,Leisure,Bentota,3-Star,13.0,2,38.0,0,Wet Season,0,118831
2023,2,Australia,VFR,Colombo,Homestay,12.0,2,40.0,1,Wet Season,0,146362
2022,6,Other,Cultural,Kandy,5-Star,4.0,2,21.0,3,Dry Season,0,52100
2023,3,India,VFR,Kandy,Boutique,8.0,4,21.0,2,Wet Season,0,143049
2016,2,India,VFR,Colombo,Boutique,17.0,3,52.0,2,Wet Season,0,200081
2019,7,United Kingdom,Cultural,Anuradhapura,Budget Hotel,9.0,3,49.0,2,Dry Season,0,160232
2016,10,Japan,Cultural,Polonnaruwa,4-Star,5.0,5,43.0,3,Wet Season,0,149356
2017,11,Other,Adventure,Knuckles Range,Eco-Lodge,11.0,2,45.0,1,Wet Season,0,182941
2023,6,Netherlands,Cultural,Polonnaruwa,Budget Hotel,6.0,1,23.0,4,Dry Season,0,100057
2018,2,Other,Cultural,Sigiriya,4-Star,8.0,3,26.0,0,Wet Season,0,236041
2023,2,Japan,Eco-Tourism,Yala,Eco-Lodge,8.0,2,49.0,4,Wet Season,0,153770
2023,7,Maldives,Business,Gampaha,4-Star,4.0,2,46.0,0,Dry Season,0,122366
2018,12,Indai,Medical,Colombo,Homestay,,1,48.0,0,Wet Season,0,283553
2023,7,India,Medical,Colombo,Budget Hotel,11.0,1,18.0,1,Dry Season,0,125298
2017,3,Germany,Cultural,Polonnaruwa,Boutique,8.0,1,35.0,0,Wet Season,0,212934
2017,2,USA,Business,Colombo,Homestay,5.0,2,34.0,0,Wet Season,0,203911
2016,6,Maldives,Transit,Colombo,3-Star,2.0,2,58.0,0,Dry Season,0,150231
2015,2,Russia,Leisure,Bentota,Boutique,12.0,1,43.0,0,Wet Season,0,158670
2015,7,Maldives,Leisure,Mirissa,Hostel,5.0,4,39.0,2,Dry Season,0,149423
2016,3,Canada,Cultural,Anuradhapura,Homestay,7.0,2,51.0,1,Wet Season,0,176925
2017,5,Canada,Adventure,Sigiriya,4-Star,7.0,1,56.0,0,Dry Season,0,131654
2016,11,Netherlands,Cultural,Kandy,5-Star,9.0,1,49.0,0,Wet Season,0,163659
2019,8,Other,Leisure,Bentota,Eco-Lodge,11.0,1,63.0,4,Dry Season,0,142491
2015,8,India,Business,Gampaha,Eco-Lodge,2.0,2,50.0,0,Dry Season,0,153402
2019,3,China,Group Tour,Sigiriya,Homestay,,3,34.0,1,Wet Season,0,186188
2015,10,Australia,VFR,Colombo,3-Star,15.0,2,22.0,0,Wet Season,0,125682
2019,2,India,Medical,Colombo,3-Star,6.0,1,,0,Wet Season,0,182300
2018,12,Indai,Leisure,Colombo,Boutique,5.0,3,46.0,1,Wet Season,0,261305
2018,3,Other,Cultural,Anuradhapura,Boutique,8.0,2,43.0,1,Wet Season,0,217049
2020,1,India,Leisure,Colombo,Hostel,8.0,2,21.0,4,Wet Season,0,50359
2021,7,South Korea,Group Tour,Colombo,3-Star,8.0,1,50.0,0,Dry Season,1,1610
2019,11,China,Leisure,Mirissa,5-Star,8.0,1,41.0,0,Wet Season,0,165860
2023,3,Other,Leisure,Colombo,Eco-Lodge,13.0,5,54.0,0,Wet Season,0,146581
2015,5,China,Shopping,Colombo,Boutique,5.0,5,55.0,0,Dry Season,0,120466
2018,10,Maldives,Transit,Colombo,Eco-Lodge,,1,54.0,1,Wet Season,0,152668
2016,7,United Kingdom,Cultural,Kandy,4-Star,9.0,4,37.0,0,Dry Season,0,171957
2017,12,Other,Leisure,Colombo,3-Star,7.0,5,32.0,1,Wet Season,0,251231
2023,1,India,Business,Gampaha,Eco-Lodge,2.0,2,34.0,3,Wet Season,0,159195
2021,7,Australia,Leisure,Colombo,Boutique,13.0,4,29.0,0,Dry Season,1,1672
2019,1,Other,Leisure,Mirissa,5-Star,7.0,2,28.0,0,Wet Season,0,219552
2018,4,United Kingdom,Honeymoon,Bentota,Hostel,,2,18.0,0,Wet Season,0,180457
2017,1,South Korea,Leisure,Bentota,Eco-Lodge,13.0,6,41.0,1,Wet Season,0,233512
2023,8,United Kingdm,Honeymoon,Galle,4-Star,16.0,2,28.0,1,Dry Season,0,117152
2018,3,Russia,Honeymoon,Galle,4-Star,,2,18.0,1,Wet Season,0,209908
2016,3,United Kingdom,Leisure,Mirissa,Eco-Lodge,13.0,1,47.0,0,Wet Season,0,189938
2018,11,Other,Adventure,Sigiriya,Hostel,11.0,3,40.0,0,Wet Season,0,195688
2023,4,India,Medical,Colombo,5-Star,5.0,2,21.0,0,Wet Season,0,118290
2018,4,Other,Leisure,Galle,Eco-Lodge,7.0,2,28.0,0,Wet Season,0,189573
2019,4,Other,Leisure,Mirissa,3-Star,5.0,2,,0,Wet Season,1,34414
2021,1,Other,Leisure,Bentota,Boutique,6.0,2,34.0,0,Wet Season,1,1043
2018,1,Other,Leisure,Bentota,Budget Hotel,11.0,2,31.0,1,Wet Season,0,221762
2023,6,China,Group Tour,Galle,4-Star,8.0,4,22.0,0,Dry Season,0,102230
2019,3,United Kingdom,Leisure,Bentota,5-Star,13.0,3,60.0,0,Wet Season,0,184606
2023,12,Australia,Adventure,Sigiriya,3-Star,16.0,2,29.0,1,Wet Season,0,172931
2015,6,Other,Adventure,Knuckles Range,Boutique,13.0,4,25.0,0,Dry Season,0,122190
2018,11,Maldives,Leisure,Galle,Hostel,8.0,5,45.0,0,Wet Season,0,193678
2023,3,United Kingdm,Honeymoon,Nuwara Eliya,Hostel,16.0,6,,1,Wet Season,0,142677
2016,10,India,Leisure,Bentota,Homestay,5.0,2,45.0,3,Wet Season,0,148344
2015,5,India,VFR,Colombo,Hostel,11.0,2,,0,Dry Season,0,113506
2018,2,Germany,Cultural,Kandy,Eco-Lodge,9.0,2,48.0,2,Wet Season,0,232896
2017,4,United Kingdom,Honeymoon,Mirissa,Hostel,9.0,1,54.0,0,Wet Season,0,149694
2023,6,China,Shopping,Colombo,Budget Hotel,2.0,4,42.0,3,Dry Season,0,99841
2018,9,Other,Leisure,Galle,Hostel,5.0,1,26.0,0,Dry Season,0,159147
2019,5,United Kingdom,Cultural,Kandy,Hostel,8.0,3,24.0,1,Dry Season,1,45560
2023,5,India,VFR,Gampaha,Eco-Lodge,13.0,3,18.0,2,Dry Season,0,89556
2016,6,Maldives,Transit,Colombo,Eco-Lodge,1.0,1,29.0,0,Dry Season,0,146311
2015,8,Australia,VFR,Colombo,Boutique,17.0,2,18.0,0,Dry Season,0,133702
2017,11,India,Medical,Colombo,Budget Hotel,28.0,3,40.0,0,Wet Season,0,183648
2016,7,Other,Leisure,Galle,Boutique,8.0,2,37.0,1,Dry Season,0,170271
2015,11,India,VFR,Gampaha,5-Star,11.0,3,32.0,1,Wet Season,0,148638
2016,11,Other,Adventure,Sigiriya,Hostel,17.0,1,34.0,1,Wet Season,0,179916
2023,8,Germany,Adventure,Knuckles Range,Boutique,13.0,2,18.0,0,Dry Season,0,122705
2020,1,India,Business,Gampaha,Homestay,4.0,2,33.0,4,Wet Season,0,55500
2019,1,USA,Leisure,Mirissa,4-Star,9.0,6,29.0,1,Wet Season,0,200671
2015,11,Maldives,Transit,Colombo,Hostel,,3,61.0,0,Wet Season,0,146906
2015,8,Germany,Cultural,Kandy,Hostel,7.0,5,31.0,1,Dry Season,0,133115
2015,1,Other,Cultural,Kandy,Hostel,5.0,3,42.0,4,Wet Season,0,191810
2016,2,India,Medical,Colombo,4-Star,13.0,1,38.0,0,Wet Season,0,205945
2017,9,India,Business,Colombo,Eco-Lodge,3.0,1,,1,Dry Season,0,141945
2019,5,Australia,Adventure,Sigiriya,Budget Hotel,7.0,6,23.0,1,Dry Season,1,45621
2017,1,Switzerland,Eco-Tourism,Knuckles Range,Eco-Lodge,,4,58.0,2,Wet Season,0,202617
2018,3,USA,Cultural,Kandy,3-Star,9.0,1,36.0,4,Wet Season,0,198887
2015,8,China,Leisure,Galle,Homestay,12.0,1,34.0,3,Dry Season,0,135537
2019,1,Maldives,Leisure,Colombo,4-Star,12.0,2,40.0,1,Wet Season,0,197583
2016,11,China,Shopping,Gampaha,Homestay,4.0,2,24.0,0,Wet Season,0,177103
2019,1,Germany,Leisure,Mirissa,Boutique,,1,37.0,0,Wet Season,0,196772
2018,8,Germany,Eco-Tourism,Sinharaja,4-Star,13.0,2,39.0,0,Dry Season,0,186637
2019,11,India,Leisure,Galle,Boutique,13.0,3,48.0,0,Wet Season,0,158380
2018,3,USA,Leisure,Mirissa,4-Star,,2,33.0,0,Wet Season,0,219474
2015,4,USA,Leisure,Bentota,5-Star,6.0,5,,0,Wet Season,0,143102
2022,8,India,VFR,Gampaha,Homestay,16.0,2,61.0,0,Dry Season,0,60053
2023,9,Other,Cultural,Anuradhapura,Budget Hotel,4.0,2,28.0,0,Dry Season,0,97148
2018,3,India,Leisure,Galle,Hostel,12.0,2,32.0,0,Wet Season,0,213761
2019,7,Maldives,Business,Gampaha,Homestay,3.0,2,43.0,0,Dry Season,0,158700
2016,5,Germany,Eco-Tourism,Sinharaja,Homestay,8.0,3,46.0,0,Dry Season,0,133116
2022,9,India,Leisure,Colombo,Eco-Lodge,,4,38.0,0,Dry Season,0,50150
2018,8,Germany,Adventure,Knuckles Range,5-Star,15.0,1,40.0,0,Dry Season,0,183577
2017,7,Maldives,Leisure,Galle,4-Star,,6,42.0,0,Dry Season,0,166357
2018,3,India,VFR,Kandy,3-Star,19.0,5,20.0,0,Wet Season,0,227492
2018,8,Russia,Beach,Mirissa,Homestay,6.0,1,52.0,1,Dry Season,0,196166
2019,11,Netherlands,Leisure,Bentota,Eco-Lodge,13.0,1,,0,Wet Season,0,166487
2017,4,Germany,Leisure,Mirissa,3-Star,11.0,4,32.0,3,Wet Season,0,149718
2015,1,Other,Leisure,Mirissa,Eco-Lodge,9.0,3,,0,Wet Season,0,177455
2022,2,Other,Cultural,Anuradhapura,4-Star,8.0,4,55.0,0,Wet Season,0,71600
2021,3,Australia,Leisure,Galle,Homestay,12.0,3,65.0,0,Wet Season,1,942
2018,9,United Kingdom,Adventure,Knuckles Range,4-Star,10.0,2,38.0,0,Dry Season,0,151861
2015,1,Switzerland,Leisure,Bentota,Hostel,7.0,3,,0,Wet Season,0,167979
2015,8,United Kingdom,Honeymoon,Nuwara Eliya,Homestay,19.0,1,51.0,0,Dry Season,0,152492
2018,1,Other,Adventure,Nuwara Eliya,Homestay,16.0,3,41.0,0,Wet Season,0,260170
2018,8,Maldives,Business,Colombo,Budget Hotel,4.0,5,36.0,0,Dry Season,0,193995
2019,7,Australia,Adventure,Nuwara Eliya,Homestay,10.0,2,26.0,1,Dry Season,0,171136
2019,7,Canada,Cultural,Anuradhapura,5-Star,5.0,2,21.0,0,Dry Season,0,170263
2016,11,USA,Business,Colombo,5-Star,3.0,1,30.0,2,Wet Season,0,164644
2018,12,Other,Leisure,Bentota,Hostel,5.0,5,43.0,0,Wet Season,0,275735
2016,8,Other,Adventure,Ella,Boutique,17.0,2,50.0,0,Dry Season,0,166479
2016,12,Other,Leisure,Mirissa,3-Star,10.0,1,29.0,0,Wet Season,0,214892
2018,10,India,Medical,Colombo,4-Star,6.0,1,25.0,1,Wet Season,0,159042
2023,3,China,Leisure,Colombo,Budget Hotel,9.0,5,28.0,0,Wet Season,0,146615
2017,12,Other,Leisure,Colombo,4-Star,6.0,1,34.0,0,Wet Season,0,255719
2019,7,India,Business,Gampaha,Hostel,,2,,0,Dry Season,0,152433
2018,12,Canada,Adventure,Ella,Boutique,7.0,6,18.0,1,Wet Season,0,259029
2018,9,United Kingdom,Adventure,Nuwara Eliya,Eco-Lodge,11.0,1,47.0,2,Dry Season,0,142690
2017,11,Other,Adventure,Knuckles Range,3-Star,8.0,1,45.0,0,Wet Season,0,176564
2015,1,Other,Cultural,Kandy,Budget Hotel,8.0,3,50.0,0,Wet Season,0,192097
2018,5,United Kingdom,Adventure,Sigiriya,Eco-Lodge,8.0,2,,0,Dry Season,0,153780
2018,4,India,VFR,Gampaha,4-Star,20.0,1,25.0,0,Wet Season,0,165770
2022,1,Japan,Cultural,Kandy,Eco-Lodge,7.0,2,51.0,2,Wet Season,0,69831
2018,1,United Kingdom,Honeymoon,Bentota,Budget Hotel,20.0,5,51.0,0,Wet Season,0,226958
2018,6,Maldives,Transit,Colombo,Hostel,,1,29.0,0,Dry Season,0,158773
2023,5,China,Shopping,Colombo,Hostel,4.0,6,47.0,1,Dry Season,0,91288
2019,11,France,Cultural,Polonnaruwa,Budget Hotel,5.0,1,46.0,1,Wet Season,0,154783
2017,2,United Kingdom,Honeymoon,Galle,4-Star,19.0,1,29.0,1,Wet Season,0,196705
2017,1,India,Medical,Colombo,5-Star,16.0,4,25.0,0,Wet Season,0,211375
2022,10,Other,Leisure,Galle,4-Star,10.0,3,32.0,0,Wet Season,0,51993
2015,9,Australia,Adventure,Knuckles Range,Boutique,12.0,1,29.0,0,Dry Season,0,119942
2023,6,Netherlands,Cultural,Anuradhapura,Eco-Lodge,6.0,1,37.0,1,Dry Season,0,96325
2017,8,Other,Cultural,Sigiriya,Eco-Lodge,4.0,1,20.0,0,Dry Season,0,175127
2017,11,India,Business,Gampaha,4-Star,,1,25.0,1,Wet Season,0,191389
2015,12,Other,Adventure,Nuwara Eliya,Boutique,15.0,1,35.0,0,Wet Season,0,219004
2023,1,Other,Leisure,Bentota,Hostel,10.0,1,37.0,0,Wet Season,0,160915
2015,11,China,Group Tour,Kandy,Homestay,5.0,1,31.0,1,Wet Season,0,144300
2020,9,India,VFR,Colombo,4-Star,10.0,2,39.0,0,Dry Season,1,605
2018,11,China,Leisure,Bentota,Hostel,,6,,0,Wet Season,0,191896
2015,9,Other,Cultural,Polonnaruwa,Homestay,5.0,2,41.0,0,Dry Season,0,107667
2019,3,Maldives,Business,Gampaha,5-Star,5.0,3,55.0,2,Wet Season,0,174046
2017,2,Canada,Cultural,Sigiriya,Hostel,5.0,2,21.0,2,Wet Season,0,229555
2016,12,Canada,Cultural,Kandy,4-Star,5.0,1,46.0,0,Wet Season,0,256726
2018,11,Germany,Leisure,Bentota,Budget Hotel,13.0,2,34.0,3,Wet Season,0,192291
2016,4,USA,Business,Colombo,Eco-Lodge,3.0,3,41.0,0,Wet Season,0,159208
2023,2,Russia,Leisure,Galle,Hostel,8.0,5,40.0,3,Wet Season,0,145106
2022,6,Germany,Adventure,Sigiriya,4-Star,8.0,2,18.0,1,Dry Season,0,48718
2022,10,United Kingdom,Leisure,Colombo,4-Star,5.0,1,27.0,0,Wet Season,0,52017
2016,5,Italy,Leisure,Bentota,Homestay,11.0,1,39.0,0,Dry Season,0,138272
2019,6,India,Leisure,Colombo,3-Star,9.0,1,35.0,1,Dry Season,0,66332
2017,9,India,VFR,Gampaha,Hostel,14.0,3,,2,Dry Season,0,140179
2019,5,South Korea,Leisure,Galle,5-Star,8.0,1,31.0,4,Dry Season,1,47029
2023,6,USA,Leisure,Colombo,5-Star,10.0,2,25.0,0,Dry Season,0,105074
2018,3,Japan,Cultural,Kandy,Boutique,5.0,2,32.0,0,Wet Season,0,198799
2018,9,Other,Leisure,Colombo,Boutique,6.0,1,48.0,2,Dry Season,0,155614
2015,12,United Kingdom,Adventure,Nuwara Eliya,4-Star,7.0,2,43.0,0,Wet Season,0,228330
2017,7,Other,Adventure,Nuwara Eliya,5-Star,11.0,2,41.0,0,Dry Season,0,167456
